facility_id,country_name,facility_name,city,operational_status,year_operational,facility_type,control_category,control_rationale,hyperscaler_presence,chinese_role,operator_name,ownership_type,major_shareholders,controlling_entities,control_mechanisms,dfi_involvement,investment_usd,key_tenants,ultimate_parent_hq_country,ultimate_parent_company,control_confidence
KEN-024,Kenya,Sybyl Kenya Data Centre,Nairobi,Operational,2017,Colocation/carrier-neutral,African control,African ultimate parent (Uganda),Yes,Construction/Equipment,Sybyl Kenya,Private domestic,"Anil Kuruvilla (owner, percentages unknown)","Anil Kuruvilla (Owner, Group Chairman)",Equity,Contracts with World Bank Group and African Development Bank (AfDB) [Devex](https://www.devex.com/organizations/sybyl-limited-100159),,Enterprise; SMEs,Uganda,"Anil Kuruvilla (Owner, Group Chairman)",high
KEN-025,Kenya,Kenoobi Data Centre,Nairobi,Operational,2015,Colocation/carrier-neutral,African control,Kenyan private company,Yes,None identified,Kenoobi Group,Private domestic,Unknown; no public disclosures found,Unknown (likely self-owned private entity),Equity,None identified,,SMEs; startups; enterprises,,Unknown (likely self-owned private entity),medium
KEN-027,Kenya,Nxtra by Airtel Tatu City Data Centre,Ruiru,Under construction,,Hyperscale,Other foreign control,Ultimate parent HQ: India,Yes,Construction/Equipment,Nxtra by Airtel Africa,Private foreign,"1. Bharti Airtel Limited (62.33%), 2. Bharti Overseas Pvt Ltd (16.21%), 3. Warburg Pincus LLC (3.96%), 4. Qatar Holding LLC (3.67%), 5. GIC Pte Ltd (3.06%) [MarketScreener](https://www.marketscreener.com/quote/stock/AIRTEL-AFRICA-PLC-61661826/company/)","Bharti Airtel Limited (India), Bharti family via Bharti Enterprises","~62% direct stake by Bharti Airtel; board with Bharti family/non-execs (Sunil Bharti Mittal, Shravin Bharti Mittal); majority voting control [Airtel Africa FY25 FS](https://assets.airtel.in/static-assets/cms/investor/docs/annual_results_2024_25/Airtel_Africa_plc_FS.pdf)",IFC: $194M loan (2022) for ops in 6 countries; potential $100M (2025) Kenya/Rwanda; BII (CDC): â‚¬30M (2014) debt [IFC](https://www.ifc.org/en/pressroom/2022/ifc-loan-to-airtel-africa-to-support-mobile-internet-connectivity-expansion-across-africa); [BII](https://www.bii.co.uk/en/our-impact/investment/bharti-airtel-investment-01/),,,India,Bharti Airtel Limited (ultimate controlling entity: Bharti Enterprises (Holding) Private Limited),high
KEN-028,Kenya,EcoCloud Project Eagle (Olkaria Geothermal),Naivasha,Under construction,,Hyperscale,Other foreign control,Ultimate parent HQ: UAE,Yes,Construction/Equipment,Olkaria EcoCloud Data Centre,Private domestic,"EcoCloud: Unknown % (board: Michael Joseph, Clare Ruto et al.); G42: Sheikh Tahnoon bin Zayed (controlling), Mubadala, Microsoft (minority), Silver Lake",G42 (controlled by Sheikh Tahnoon bin Zayed Al Nahyan),Equity,None identified,1000000000,Microsoft Azure; G42; KenGen; Kenya govt,UAE,G42 (controlled by Sheikh Tahnoon bin Zayed Al Nahyan),high
KEN-029,Kenya,Microsoft Azure East Africa Cloud Region (G42 / Olkaria),Naivasha,Planned,,Hyperscale,Other foreign control,Ultimate parent HQ: UAE,Yes,Construction/Equipment,G42 / Microsoft Corporation,Joint venture (majority foreign),Sheikh Tahnoon bin Zayed Al Nahyan (controlling shareholder via Royal Group) [Wikipedia](https://en.wikipedia.org/wiki/G42_(company)); Mubadala (stake) [Mubadala](https://www.mubadala.com/en/what-we-do/g42); Silver Lake (minority) [Developing Telecoms](https://developingtelecoms.com/telecom-technology/data-centres-networks/18046-e-quits-khazna-data-centre-jv-sells-stake-to-g42-for-us-2-2b.html); Microsoft (minority in G42); MGX (minority in Khazna),Sheikh Tahnoon bin Zayed Al Nahyan / Royal Group (RGH1 Investment SPV),Equity,None identified,1000000000,Kenya government; regional enterprises; cloud customers,UAE,Sheikh Tahnoon bin Zayed Al Nahyan / Royal Group (RGH1 Investment SPV),high
KEN-031,Kenya,Raxio Kenya (Announced - Nairobi),Nairobi,Planned,,Colocation/carrier-neutral,Joint foreign (US/EU),"Roha Group (US, 48.5%) + Meridiam (France, 46.5%) joint control; US legal nexus present",Yes,Construction/Equipment,Raxio Group,Private foreign,"1. Roha Group (48.5%), 2. Meridiam Infrastructure Africa Fund FIPS (46.5%), 3. Employee Foundation (5%). Data from ~2023 IFC project docs; recent equity raises by same shareholders, no change indicated.",Roha Group and Meridiam (majority stakeholders),"Board control by major shareholders (e.g., Marvin Bell from Meridiam, Brooks Washington from Roha noted in announcements); Roha as founding investor likely has strategic influence.","Significant: IFC ($100M debt 2025), Proparco ($110M+ debt 2023), EAIF/PIDG ($ part of $170M 2023), MIGA (insurance/policy 2022).",,,N/A (jointly controlled by US and France-based entities),"No single ultimate parent; controlled by Roha Group (48.5%, US) and Meridiam (46.5%, France)",high
LBR-002,Liberia,Telecel Liberia Data Centre,Monrovia,Operational,,Colocation/carrier-neutral,Other foreign control,Founder nationality basis unclear; UK-coded in register,Yes,Construction/Equipment,Telecel Liberia,Private foreign,"Moh Damush, Nicolas Bourg (exact % unknown; described as sole owners)",Moh Damush and Nicolas Bourg (co-founders),Equity,"No current involvement found with IFC, US DFC, BII, AfDB. Historical IFC with other Telecel entities (e.g., Telecel III in Bolivia). AfCFTA Adjustment Fund (Afreximbank-related) invested $10M loan in Telecel Global Services (2025).",,,UK,Moh Damush and Nicolas Bourg (co-founders),low
LSO-001,Lesotho,Vodacom Lekokoaneng Data Center,Lekokoaneng,Operational,,Enterprise,Other foreign control,"Vodafone (UK) majority of Vodacom; for Safaricom rows note significant Kenyan state (35%) + NSE float — contested, African-significant",Yes,Construction/Equipment,Vodacom Business / Vodacom Lesotho,Private foreign,"1. Vodafone Group Plc (65.1%), 2. Government Employees Pension Fund (GEPF, ~13.5%), 3. YeboYethu (~6.2%), 4. Institutional investors (~16%), 5. Retail (~3%) [[Wikipedia](https://en.wikipedia.org/wiki/Vodacom)] [[Vodacom Fact Sheet](https://vodacom.com/pdf/about-us/fact-sheet/2025/vodacom-results-fact-sheet-2025.pdf)]",Vodafone Group Plc (65.1% stake),5 Vodafone nominees on 12-member board; Vodafone shareholder rights as majority owner [[Vodacom Governance](https://www.vodacom.com/governance.php)],"None identified in searches for IFC, DFC, BII, AfDB, Proparco etc. in Vodacom data centers.",,Vodacom Lesotho internal,UK,Vodafone Group Plc,medium
LSO-002,Lesotho,Vodacom Maseru West Data Center,Maseru,Operational,,Enterprise,Other foreign control,"Vodafone (UK) majority of Vodacom; for Safaricom rows note significant Kenyan state (35%) + NSE float — contested, African-significant",Yes,Construction/Equipment,Vodacom Business / Vodacom Lesotho,Private foreign,"1. Vodafone Group Plc (65.1%), 2. Government Employees Pension Fund (GEPF, ~13.5%), 3. YeboYethu (~6.2%), 4. Institutional investors (~16%), 5. Retail (~3%) [[Wikipedia](https://en.wikipedia.org/wiki/Vodacom)] [[Vodacom Fact Sheet](https://vodacom.com/pdf/about-us/fact-sheet/2025/vodacom-results-fact-sheet-2025.pdf)]",Vodafone Group Plc (65.1% stake),5 Vodafone nominees on 12-member board; Vodafone shareholder rights as majority owner [[Vodacom Governance](https://www.vodacom.com/governance.php)],"None identified in searches for IFC, DFC, BII, AfDB, Proparco etc. in Vodacom data centers.",,Vodacom Lesotho internal,UK,Vodafone Group Plc,medium
MOZ-001,Mozambique,iColo Maputo One (MPM1),Maputo,Operational,2023,Colocation/carrier-neutral,US control,Digital Realty Trust (NYSE:DLR),Yes,Construction/Equipment,iColo: A Digital Realty Company,Private foreign,"1. Vanguard Group (15.79%), 2. BlackRock (11.29%), 3. Cohen &amp; Steers (8.15%), 4. Norges Bank (6.40%), 5. State Street (6.01%) as of Dec 2025 [Yahoo Finance](https://finance.yahoo.com/quote/DLR/holders/)",,Equity,"None identified (searches for IFC, DFC, BII, AfDB returned no direct involvement)",,Vodacom; SEACOM carriers; 2Africa cable consortium; MozIX,USA,Digital Realty Trust (self),high
MOZ-003,Mozambique,Vodacom Business Data Centre (Matola),Matola,Operational,2025,Colocation/carrier-neutral,Other foreign control,"Vodafone (UK) majority of Vodacom; for Safaricom rows note significant Kenyan state (35%) + NSE float — contested, African-significant",Yes,Construction/Equipment,Vodacom Business Mozambique,Private foreign,"1. Vodafone Group Plc (65.1%), 2. Government Employees Pension Fund (GEPF, ~13.5%), 3. YeboYethu (~6.2%), 4. Institutional investors (~16%), 5. Retail (~3%) [[Wikipedia](https://en.wikipedia.org/wiki/Vodacom)] [[Vodacom Fact Sheet](https://vodacom.com/pdf/about-us/fact-sheet/2025/vodacom-results-fact-sheet-2025.pdf)]",Vodafone Group Plc (65.1% stake),5 Vodafone nominees on 12-member board; Vodafone shareholder rights as majority owner [[Vodacom Governance](https://www.vodacom.com/governance.php)],"None identified in searches for IFC, DFC, BII, AfDB, Proparco etc. in Vodacom data centers.",25000000,Vodacom corporate; government; enterprise clients,UK,Vodafone Group Plc,medium
MOZ-004,Mozambique,Vodacom Modular Data Centre (legacy Matola),Matola,Operational,2014,Enterprise,Other foreign control,"Vodafone (UK) majority of Vodacom; for Safaricom rows note significant Kenyan state (35%) + NSE float — contested, African-significant",Yes,Construction/Equipment,Vodacom Business Mozambique,Private foreign,"1. Vodafone Group Plc (65.1%), 2. Government Employees Pension Fund (GEPF, ~13.5%), 3. YeboYethu (~6.2%), 4. Institutional investors (~16%), 5. Retail (~3%) [[Wikipedia](https://en.wikipedia.org/wiki/Vodacom)] [[Vodacom Fact Sheet](https://vodacom.com/pdf/about-us/fact-sheet/2025/vodacom-results-fact-sheet-2025.pdf)]",Vodafone Group Plc (65.1% stake),5 Vodafone nominees on 12-member board; Vodafone shareholder rights as majority owner [[Vodacom Governance](https://www.vodacom.com/governance.php)],"None identified in searches for IFC, DFC, BII, AfDB, Proparco etc. in Vodacom data centers.",,Vodacom internal operations only,UK,Vodafone Group Plc,medium
MOZ-005,Mozambique,SEACOM Maputo Cable Landing Station,Maputo,Operational,2009,Edge,African control,75% African-owned per company; Remgro/Sanlam/Convergence 60% SA + AKFED/IPS 30% East-Africa-aligned (Swiss-domiciled),Yes,None identified,SEACOM,Private foreign,"Remgro (30%), IPS / Aga Khan (30%), Sanlam (15%), Convergence Partners (15%), Brian Herlihy (10%) [[Seacom.com](https://seacom.com/company)], [[ITWeb](https://www.itweb.co.za/article/cable-repairs-hit-seacoms-revenue-contribution-to-remgro/G98YdqLGwexMX2PD)], [[Wikipedia](https://en.wikipedia.org/wiki/SEACOM_(African_cable_system))",No single ultimate parent; controlled by consortium of private investors,Equity,Yes: IFC provided $207M loan (2023) for infrastructure [[Empower Africa](https://empowerafrica.com/seacom-secures-207-million-from-ifc-to-boost-digital-connectivity-in-africa-2/),,SEACOM consortium members; ISPs with SEACOM capacity,,No single ultimate parent; controlled by consortium of private investors,medium
MOZ-006,Mozambique,BCX Maputo Data Centre,Maputo,Operational,2005,Enterprise,African control,African ultimate parent (South Africa),Yes,Construction/Equipment,Business Connexion (BCX),Private foreign,"1. Government of South Africa (~40.51%), 2. Public Investment Corporation (SOC) Ltd. (~10.25%), 3. Telkom SA SOC Ltd (treasury, ~4.43%), 4. PSG Asset Management (~2.54%), 5. M&G Investment Managers (~2.17%) [MarketScreener Sep 2025](https://www.marketscreener.com/quote/stock/TELKOM-SA-SOC-LTD-1413419/company-shareholders/)",Government of South Africa (40.51%),Majority influence via 40.51% stake + PIC (govt-linked) ~10%; SOC status; likely govt reps on board (e.g. possible via DCDT oversight),"None identified (IFC, DFC, BII, AfDB, Proparco etc. no direct recent involvement)",,Mining; energy; financial services; government,South Africa,Telkom SA SOC Ltd (self),high
MOZ-009,Mozambique,Vodacom Nacala Cable Landing Station,Nacala,Operational,2023,Edge,Other foreign control,"Vodafone (UK) majority of Vodacom; for Safaricom rows note significant Kenyan state (35%) + NSE float — contested, African-significant",Yes,Construction/Equipment,Vodacom Business Mozambique,Private foreign,"1. Vodafone Group Plc (65.1%), 2. Government Employees Pension Fund (GEPF, ~13.5%), 3. YeboYethu (~6.2%), 4. Institutional investors (~16%), 5. Retail (~3%) [[Wikipedia](https://en.wikipedia.org/wiki/Vodacom)] [[Vodacom Fact Sheet](https://vodacom.com/pdf/about-us/fact-sheet/2025/vodacom-results-fact-sheet-2025.pdf)]",Vodafone Group Plc (65.1% stake),5 Vodafone nominees on 12-member board; Vodafone shareholder rights as majority owner [[Vodacom Governance](https://www.vodacom.com/governance.php)],"None identified in searches for IFC, DFC, BII, AfDB, Proparco etc. in Vodacom data centers.",,Vodacom; WIOCC; 2Africa consortium,UK,Vodafone Group Plc,medium
MOZ-011,Mozambique,Paratus Mozambique Data Centre (Maputo),Maputo,Operational,2017,Colocation/carrier-neutral,African control,African ultimate parent (Namibia),Yes,None identified,Paratus Mozambique,Private foreign,"[Paratus Group Holdings LTD](https://simplywall.st/stocks/na/telecom/nmse-pnh/paratus-namibia-holdings-shares/ownership) (53.8%), [Government Institutions Pension Fund](https://simplywall.st/stocks/na/telecom/nmse-pnh/paratus-namibia-holdings-shares/ownership) (17.7%), Schalk van Zyl Erasmus (2.81%), individuals/institutions (remaining; top 10 own 76.65%)","Paratus Group Holdings LTD (53.8% of PNH), Paratus execs on board (CEO, Chairman)","Majority stake in PNH; executive directors from Paratus Group (Schalk Erasmus CEO, Bartholomeus Harmse Chairman) per [paratus.africa/invest](https://paratus.africa/invest/)",EAIF (PIDG) $31m debt (2023) [paratus.africa](https://paratus.africa/blog/paratus-group-secures-funding-for-infrastructure-expansion-projects/); USTDA grant for Namibia cellular feasibility; IFC performance standards referenced in reports,,SMEs; enterprise; ISPs,Namibia,"Paratus Group Holdings LTD (private, no further public ownership details)",high
MOZ-013,Mozambique,BCX Tete Office Technology Hub,Tete,Operational,,Enterprise,African control,African ultimate parent (South Africa),Yes,Construction/Equipment,Business Connexion (BCX),Private foreign,"1. Government of South Africa (~40.51%), 2. Public Investment Corporation (SOC) Ltd. (~10.25%), 3. Telkom SA SOC Ltd (treasury, ~4.43%), 4. PSG Asset Management (~2.54%), 5. M&G Investment Managers (~2.17%) [MarketScreener Sep 2025](https://www.marketscreener.com/quote/stock/TELKOM-SA-SOC-LTD-1413419/company-shareholders/)",Government of South Africa (40.51%),Majority influence via 40.51% stake + PIC (govt-linked) ~10%; SOC status; likely govt reps on board (e.g. possible via DCDT oversight),"None identified (IFC, DFC, BII, AfDB, Proparco etc. no direct recent involvement)",,Mining companies; energy sector Tete province,South Africa,Telkom SA SOC Ltd (self),high
MUS-003,Mauritius,Rogers Capital Ebene Data Centre,Ebene Cybercity,Operational,2013,Colocation/carrier-neutral,African control,Mauritian conglomerate / state,Yes,None identified,Rogers Capital Technology Services,Private domestic,Public float dominant (~100%); minor institutions (~0.02%); L'Accord Limited noted as holding company in report,ER Group Limited (formerly NewENLRogers),Equity,None identified,,ISPs; Banks; BPO companies,Mauritius,ER Group Limited (formerly NewENLRogers),high
MUS-004,Mauritius,Rogers Capital La Tour Koenig Data Centre,Port Louis,Operational,2015,Colocation/carrier-neutral,African control,Mauritian conglomerate / state,Yes,None identified,Rogers Capital Technology Services,Private domestic,Public float dominant (~100%); minor institutions (~0.02%); L'Accord Limited noted as holding company in report,ER Group Limited (formerly NewENLRogers),Equity,None identified,,Enterprises; SMEs,Mauritius,ER Group Limited (formerly NewENLRogers),high
MUS-005,Mauritius,Emtel Data Centre Arsenal,Arsenal,Operational,2020,Enterprise,African control,Mauritian conglomerate / state,Yes,None identified,Emtel Ltd,Private domestic,"Esperance Et Cie Limitee (7.63%), Societe Portland (7.38%), SWAN LIFE LTD (5.92%), Benoit Lagesse (5.72%), Stephane Lagesse (1.83%), Thierry Lagesse (1.81%); GML Ltee (100% consolidated) [MarketScreener](https://www.marketscreener.com/quote/stock/IBL-LTD-64310381/company-shareholders/)",IBL Ltd (controlled by GML Ltee / Lagesse family),Equity,None identified,,ISPs; Enterprises; Emtel subscribers,Mauritius,IBL Ltd (controlled by GML Ltee / Lagesse family),high
MWI-001,Malawi,Malawi National Data Center Blantyre,Blantyre,Operational,2022,Government,African control,African ultimate parent (Malawi),Yes,Construction/Equipment,Malawi Ministry of Information and Digitalization / ESCOM,Government / SOE,Government of Malawi (99-100%); Malawi Development Corporation (1% in ESCOM),Government of Malawi,Equity,"Yes - World Bank funded Lilongwe Government Data Centre via Digital Malawi Project ([PPPC DIGMAP](https://digmap.pppc.mw/government-data-center-making-progress/)); no IFC, DFC, BII, AfDB direct involvement found",,Government MDAs; education sector; private sector,Malawi,Government of Malawi,high
MWI-002,Malawi,Malawi Government Data Centre Lilongwe,Lilongwe,Operational,2025,Government,African control,African ultimate parent (Malawi),Yes,Construction/Equipment,Malawi Department of e-Government / PPPC,Government / SOE,Government of Malawi (99-100%); Malawi Development Corporation (1% in ESCOM),Government of Malawi,Equity,"Yes - World Bank funded Lilongwe Government Data Centre via Digital Malawi Project ([PPPC DIGMAP](https://digmap.pppc.mw/government-data-center-making-progress/)); no IFC, DFC, BII, AfDB direct involvement found",,Government MDAs; ICT ministry,Malawi,Government of Malawi,high
MWI-004,Malawi,OFC/ESCOM Tier 3 Data Centre,Blantyre,Operational,,Colocation/carrier-neutral,African control,African ultimate parent (Malawi),Yes,Construction/Equipment,ESCOM Optical Fibre Communications (OFC),Government / SOE,"Government of Malawi (99%), Malawi Development Corporation (MDC) (1%)",Government of Malawi,Equity,"Receives project funding/technical assistance from World Bank, AfDB (e.g., MEAP, ASCENT, MOMA). IFC mentioned in sector support but no direct equity/ownership in ESCOM.",,Telecoms operators; ISPs; enterprises; education,Malawi,Government of Malawi,high
NAM-001,Namibia,Paratus Namibia Armada Data Centre,Windhoek,Operational,2022,Colocation/carrier-neutral,African control,African ultimate parent (Namibia),Yes,None identified,Paratus Namibia,Private foreign,"[Paratus Group Holdings LTD](https://simplywall.st/stocks/na/telecom/nmse-pnh/paratus-namibia-holdings-shares/ownership) (53.8%), [Government Institutions Pension Fund](https://simplywall.st/stocks/na/telecom/nmse-pnh/paratus-namibia-holdings-shares/ownership) (17.7%), Schalk van Zyl Erasmus (2.81%), individuals/institutions (remaining; top 10 own 76.65%)","Paratus Group Holdings LTD (53.8% of PNH), Paratus execs on board (CEO, Chairman)","Majority stake in PNH; executive directors from Paratus Group (Schalk Erasmus CEO, Bartholomeus Harmse Chairman) per [paratus.africa/invest](https://paratus.africa/invest/)",EAIF (PIDG) $31m debt (2023) [paratus.africa](https://paratus.africa/blog/paratus-group-secures-funding-for-infrastructure-expansion-projects/); USTDA grant for Namibia cellular feasibility; IFC performance standards referenced in reports,7500000,ISPs; MNOs; Enterprises; Government,Namibia,"Paratus Group Holdings LTD (private, no further public ownership details)",high
NER-001,Niger,AFR-IX Telecom Niger Colocation,Niamey,Operational,,Edge,Other foreign control,Ultimate parent HQ: Spain,Yes,None identified,AFR-IX Telecom Niger,Private foreign,"Specific shareholder percentages not publicly disclosed in available sources; key figures: Norman Albi, Miguel Angel Acero Antolinez","AFR-IX TELECOM, S.A.",Equity,"USTDA (US Trade and Development Agency) grant for Medusa subsea cable feasibility study; EU grants (CEF Digital â‚¬14.3M, EIB); no IFC, DFC equity, BII, AfDB [Submarine Networks](https://www.submarinenetworks.com/en/systems/asia-europe-africa/medusa/afr-ix-telecom-secures-us-backing-and-%E2%82%AC14,3-million-eu-funding-for-medusa-africa)",,,Spain,"AFR-IX TELECOM, S.A.",high
NGA-001,Nigeria,Equinix LG1 (MDXi Lekki),Lagos,Operational,2015,Colocation/carrier-neutral,US control,Equinix Inc (NASDAQ),Yes,None identified,Equinix,Private foreign,"Vanguard Group (13.64%), BlackRock (10.99%), State Street (6.32%), FMR LLC (2.86%), Cohen & Steers (2.66%) [Yahoo Finance](https://finance.yahoo.com/quote/EQIX/holders/)",,Equity,None recent; pre-2022 AfDB funded MainOne cable (2009),,Carriers; ISPs; content providers,USA,"Equinix, Inc.",high
NGA-002,Nigeria,Equinix LG2 (Lekki Expansion),Lagos,Operational,2020,Colocation/carrier-neutral,US control,Equinix Inc (NASDAQ),Yes,None identified,Equinix,Private foreign,"Vanguard Group (13.64%), BlackRock (10.99%), State Street (6.32%), FMR LLC (2.86%), Cohen & Steers (2.66%) [Yahoo Finance](https://finance.yahoo.com/quote/EQIX/holders/)",,Equity,None recent; pre-2022 AfDB funded MainOne cable (2009),,Carriers; financial institutions,USA,"Equinix, Inc.",high
NGA-003,Nigeria,Equinix LG3 (Victoria Island),Lagos,Under construction,2026,Colocation/carrier-neutral,US control,Equinix Inc (NASDAQ),Yes,None identified,Equinix,Private foreign,"Vanguard Group (13.64%), BlackRock (10.99%), State Street (6.32%), FMR LLC (2.86%), Cohen & Steers (2.66%) [Yahoo Finance](https://finance.yahoo.com/quote/EQIX/holders/)",,Equity,None recent; pre-2022 AfDB funded MainOne cable (2009),22000000,Enterprises; carriers; cloud providers,USA,"Equinix, Inc.",high
NGA-004,Nigeria,Rack Centre LGS1,Lagos,Operational,2013,Colocation/carrier-neutral,US control,Ultimate parent HQ: USA,Yes,None identified,Rack Centre,Private domestic,"1. Actis LLP (majority stake, exact % undisclosed) [Rack Centre](https://rack-centre.com/actis-partners-with-jagal-and-acquires-a-majority-stake-in-rack-centre-a-leading-nigerian-data-centre-2/); 2. Jagal Group (minority stake) [Uptime](https://uptimeinstitute.com/clients/rack-centre-tier-iii-certification-of-constructed-facility); Others not public",Actis LLP (controlling majority stake),"Board seat (Tim Parsonson, Actis/Teraco, Chairman) [DCD](https://www.datacenterdynamics.com/en/news/actis-takes-control-rack-centre-250m-african-investment-campaign/); No full public board list",IFC EDGE green certification (first in EMEA); no direct equity/debt found [Rack Centre](https://rack-centre.com/rack-centre-becomes-the-first-ifc-edge-certified-data-centre-in-europe-middle-east-and-africa/),,ISPs; banks; telcos; IXPN,USA,General Atlantic,high
NGA-005,Nigeria,Rack Centre LGS2,Lagos,Operational,2023,Colocation/carrier-neutral,US control,Ultimate parent HQ: USA,Yes,None identified,Rack Centre,Private domestic,"1. Actis LLP (majority stake, exact % undisclosed) [Rack Centre](https://rack-centre.com/actis-partners-with-jagal-and-acquires-a-majority-stake-in-rack-centre-a-leading-nigerian-data-centre-2/); 2. Jagal Group (minority stake) [Uptime](https://uptimeinstitute.com/clients/rack-centre-tier-iii-certification-of-constructed-facility); Others not public",Actis LLP (controlling majority stake),"Board seat (Tim Parsonson, Actis/Teraco, Chairman) [DCD](https://www.datacenterdynamics.com/en/news/actis-takes-control-rack-centre-250m-african-investment-campaign/); No full public board list",IFC EDGE green certification (first in EMEA); no direct equity/debt found [Rack Centre](https://rack-centre.com/rack-centre-becomes-the-first-ifc-edge-certified-data-centre-in-europe-middle-east-and-africa/),,Hyperscalers; banks; telcos,USA,General Atlantic,high
NGA-006,Nigeria,Africa Data Centres LOS1 Lagos,Lagos,Operational,2021,Colocation/carrier-neutral,African control,Econet Group / Strive Masiyiwa (Zimbabwe) ultimate control; UK domicile and US DFC/Google/NVIDIA minority positions do not transfer control,Yes,None identified,Africa Data Centres,Private foreign,"Not disclosed with %; known: Econet Group (likely largest), Strive Masiyiwa, Google LLC, NVIDIA, IFC, DFC, BII, Finnfund, PIC, Royal Bafokeng, Afreximbank/FEDA, Gateway Capital [Investor List](https://www.cassavatechnologies.com/cassava-technologies-secures-investment-to-accelerate-growth/)","Strive Masiyiwa (Founder/Exec Chairman, Zimbabwean); Econet Group [Leadership](https://www.cassavatechnologies.com/executive-leadership/)",Founder-led exec chair; Group CEO Hardy Pemhiwa; exec team (no full public board). [Exec Leadership](https://www.cassavatechnologies.com/executive-leadership/),"Yes: IFC (debt/investor), DFC ($90M), BII (investor), Finnfund ($90M), Afreximbank/FEDA. No AfDB/Proparco found. [Investors](https://www.cassavatechnologies.com/secures-usd-310-million-in-funding-and-completes-business-reorganisation/)",,MTN; ipNX; Unitellas; hyperscalers,UK / Zimbabwe,None (standalone private; controlled by Econet Group / Strive Masiyiwa),high
NGA-007,Nigeria,OADC Lagos (LOS1),Lagos,Operational,2022,Colocation/carrier-neutral,African control,Owned by 10 African telecom operators + African Capital Alliance; Mauritius holdco domicile only,Yes,None identified,Open Access Data Centres (OADC),Private foreign,"Historical largest: Dalkom Somalia Limited, Djibouti Telecom; Recent investors: African Capital Alliance (ACA/CAPE IV ~$75M), IFC (~$30M+), African telcos (Telkom Kenya etc.) - exact % unavailable [Verdant Capital](https://verdant-cap.com/verdant-capital-advises-wiocc-on-usd-80-million-equity-capital-raise/)","African telcos, ACA, IFC [LinkedIn](https://www.linkedin.com/pulse/wiocc-group-secures-additional-usd-65-million-debt-raise-expand-pzfmf)",Holding structure in Mauritius; board control by major shareholders; CEO Chris Wood [Wikipedia](https://en.wikipedia.org/wiki/West_Indian_Ocean_Cable_Company),"Extensive: IFC, Proparco, RMB, EAAIF (PIDG/BII-related), historical AfDB, AFD, KfW, EIB [IFC](https://www.ifc.org/en/pressroom/2024/ifc-proparco-and-rmb-partner-with-wiocc-group-to-expand-digital-infrastructure-in-africa)",150000000,Google; ISPs; carriers,Mauritius,WIOCC Holding Company Ltd. / WIOCC Group [IFC EWS](https://ewsdata.rightsindevelopment.org/projects/48053-wiocc-slf-loan/),high
NGA-008,Nigeria,MTN Sifiso Dabengwa Data Centre,Lagos,Operational,2025,Colocation/carrier-neutral,African control,African ultimate parent (South Africa),Yes,Construction/Equipment,MTN Business Nigeria,Private domestic,"1. Government Employees Pension Fund (PIC): 19.44%; 2. M1 Limited: 5.78% (Dec 2024); est. others: Capital Research ~7%, Coronation ~5% [MTN FY24 AFS](https://www.mtn.com/wp-content/uploads/2025/04/MTN-Group-FY-24-Annual-Financial-Statements.pdf), [Simply Wall St](https://simplywall.st/stocks/us/telecom/otc-mtno.y/mtn-group/ownership)",None; largest PIC 19.44%,"One-share-one-vote; majority independent board (Mcebisi Jonas Chair); JSE rules (75% for some resolutions) [MatrixBCG](https://matrixbcg.com/blogs/owners/mtn), [MTN Leadership](https://www.mtn.com/leadership/)","Historical: IFC $100M (2003 Nigeria), $50M loan (recent?); AfDB $500k grant fintech study; no major recent equity/debt for Group [World Bank](https://documents.worldbank.org/pt/publication/documents-reports/documentdetail/099701402242637666)",235000000,Banks; enterprises; government agencies,South Africa,MTN Group Limited (standalone),high
NGA-009,Nigeria,MTN Ojota Lagos Data Centre,Lagos,Operational,2001,Enterprise,African control,African ultimate parent (South Africa),Yes,Construction/Equipment,MTN Business Nigeria,Private domestic,"1. Government Employees Pension Fund (PIC): 19.44%; 2. M1 Limited: 5.78% (Dec 2024); est. others: Capital Research ~7%, Coronation ~5% [MTN FY24 AFS](https://www.mtn.com/wp-content/uploads/2025/04/MTN-Group-FY-24-Annual-Financial-Statements.pdf), [Simply Wall St](https://simplywall.st/stocks/us/telecom/otc-mtno.y/mtn-group/ownership)",None; largest PIC 19.44%,"One-share-one-vote; majority independent board (Mcebisi Jonas Chair); JSE rules (75% for some resolutions) [MatrixBCG](https://matrixbcg.com/blogs/owners/mtn), [MTN Leadership](https://www.mtn.com/leadership/)","Historical: IFC $100M (2003 Nigeria), $50M loan (recent?); AfDB $500k grant fintech study; no major recent equity/debt for Group [World Bank](https://documents.worldbank.org/pt/publication/documents-reports/documentdetail/099701402242637666)",,Telcos; enterprises,South Africa,MTN Group Limited (standalone),high
